id,float_id,latitude,longitude,depth,temperature,salinity,month,year,date
38,5906472,11.7458,-56.8259,35,25.95,36.66,5,2024,2024-05-12
39,5906470,-0.4744,50.4807,15,25.84,34.74,10,2024,2024-10-13
40,5906485,8.315,-105.4372,43,25.87,34.56,8,2024,2024-08-24
41,5906485,-5.8318,51.8406,11,26.28,35.23,12,2024,2024-12-05
42,5906470,40.3447,-37.6846,15,16.33,35.33,2,2024,2024-02-22
43,5906470,2.3761,-175.5152,498,12.26,34.88,5,2024,2024-05-28
44,5906484,23.202,-17.3022,49,25.91,36.24,2,2024,2024-02-01
45,5906484,3.7814,-29.8153,141,20.54,35.7,10,2024,2024-10-09
46,5906482,-36.2636,87.9736,46,7.35,34.07,3,2025,2025-03-19
47,5906470,66.0088,134.5922,16,2.18,33.92,8,2024,2024-08-15
48,5906476,3.8141,-98.4468,26,27.16,34.31,1,2025,2025-01-19
49,5906475,37.7879,-40.4,37,21.09,36.01,9,2024,2024-09-14
50,5906480,41.9318,30.8442,26,14.32,38.36,3,2024,2024-03-14
51,5906478,-20.0458,47.3967,49,18.86,34.73,8,2024,2024-08-08
52,5906488,55.5772,-100.2555,57,22.05,34.68,3,2025,2025-03-18
53,5906481,-21.7656,54.3006,83,20.41,35.36,6,2024,2024-06-10
54,5906488,76.1303,169.7438,119,-2.0,30.3,10,2024,2024-10-20
55,5906476,-44.0292,-34.9776,539,-2.0,34.97,6,2024,2024-06-23
56,5906485,27.9823,94.6194,16,20.35,34.74,1,2024,2024-01-05
57,5906475,-29.689,48.0044,1617,2.0,36.81,5,2024,2024-05-09
58,5906481,2.7897,-140.0822,26,26.67,34.07,1,2024,2024-01-05
59,5906488,74.5244,147.4074,107,-2.0,30.69,12,2024,2024-12-25
60,5906488,52.604,30.6344,30,18.58,34.57,2,2025,2025-02-27
61,5906472,42.9102,109.4233,35,16.39,33.94,3,2024,2024-03-01
62,5906473,-46.5485,-81.8931,25,7.4,33.92,3,2025,2025-03-26
63,5906488,65.104,-90.6352,18,3.11,32.49,12,2024,2024-12-28
64,5906489,29.3499,-55.4566,111,21.19,36.45,2,2024,2024-02-25
65,5906482,33.2248,-44.1431,1999,2.0,36.94,10,2024,2024-10-12
66,5906484,1.1047,-42.9016,111,18.2,36.34,1,2024,2024-01-19
67,5906477,44.9168,-60.4155,330,-0.45,35.52,9,2024,2024-09-25
68,5906479,36.9827,-74.3216,14,14.65,33.84,5,2024,2024-05-10
69,5906481,1.8948,-126.3326,46,25.81,35.15,2,2025,2025-02-10
70,5906480,70.0827,0.0747,957,-2.0,31.39,1,2025,2025-01-24
71,5906478,7.2981,-150.8461,41,26.03,34.21,8,2024,2024-08-03
72,5906488,33.453,-26.0787,1424,2.0,36.88,10,2024,2024-10-13
73,5906473,59.7207,117.0813,30,16.62,33.56,11,2024,2024-11-22
74,5906487,-9.915,-106.9494,30,28.94,34.99,2,2025,2025-02-23
75,5906485,14.6909,83.4581,132,20.39,35.56,5,2024,2024-05-23
76,5906477,70.9788,93.3154,454,-2.0,32.97,3,2025,2025-03-28
77,5906485,43.6514,9.3385,342,10.21,37.54,12,2024,2024-12-15
78,5906485,23.4519,-45.9256,112,20.08,36.09,3,2025,2025-03-15
79,5906482,-57.5452,99.706,41,11.21,34.42,6,2024,2024-06-29
80,5906476,-48.0539,82.8678,103,7.32,34.77,8,2024,2024-08-29
81,5906486,43.4917,30.9553,135,10.62,37.45,4,2024,2024-04-19
82,5906489,-4.6079,-134.5965,1676,4.61,35.85,1,2025,2025-01-26
83,5906472,58.0137,-44.377,339,-2.0,35.4,7,2024,2024-07-19
84,5906475,-10.2681,49.2569,136,15.11,34.64,9,2024,2024-09-22
85,5906489,-7.3217,-27.9981,188,16.15,36.36,1,2024,2024-01-21
86,5906482,24.0852,71.4564,170,13.08,34.39,11,2024,2024-11-08
87,5906475,48.565,-41.9811,108,11.94,34.3,1,2024,2024-01-10
88,5906477,1.0995,-104.1297,1506,7.29,35.68,4,2024,2024-04-13
89,5906487,44.781,13.6595,1978,2.0,40.0,4,2024,2024-04-09
90,5906477,36.9129,18.8425,43,23.16,37.51,3,2024,2024-03-03
91,5906485,34.11,27.5706,1428,2.0,38.54,3,2025,2025-03-23
92,5906479,70.2318,172.2865,469,-2.0,31.64,7,2024,2024-07-03
93,5906472,67.979,-15.0804,10,2.69,33.24,3,2025,2025-03-14
94,5906474,-0.8622,-38.4104,19,27.54,35.75,4,2024,2024-04-27
95,5906476,-42.9882,-102.9464,115,7.65,34.69,6,2024,2024-06-25
96,5906471,79.8362,54.8227,30,1.82,33.99,3,2024,2024-03-01
97,5906475,-3.9785,-43.4156,819,7.24,36.8,9,2024,2024-09-26
98,5906477,-50.6499,131.8569,452,-2.0,34.36,10,2024,2024-10-22
99,5906471,-13.3718,88.4958,104,20.52,36.05,12,2024,2024-12-02
100,5906472,38.9607,-103.2343,30,18.37,34.44,8,2024,2024-08-03
101,5906486,-43.0577,172.9689,26,14.09,34.48,10,2024,2024-10-18
102,5906475,36.1963,-91.8691,138,7.97,33.79,3,2024,2024-03-21
103,5906474,8.4896,-11.8674,140,16.7,36.52,9,2024,2024-09-26
104,5906470,36.3127,-63.8027,1728,2.0,36.28,1,2025,2025-01-17
105,5906489,21.6162,67.5563,18,15.82,35.01,11,2024,2024-11-27
106,5906485,-39.7287,-24.4988,575,-1.79,34.79,2,2024,2024-02-03
107,5906480,19.961,-51.3447,14,25.41,36.91,5,2024,2024-05-21
108,5906474,15.5012,-25.4416,54,23.12,36.55,10,2024,2024-10-14
109,5906488,-30.0025,-172.6941,137,-2.0,34.28,4,2024,2024-04-20
110,5906487,18.4988,42.0443,395,12.75,35.72,5,2024,2024-05-12
111,5906471,12.9627,103.5528,1662,2.0,36.72,8,2024,2024-08-03
112,5906484,34.1516,-74.3327,66,9.64,34.5,1,2024,2024-01-12
113,5906474,-52.3318,60.7452,41,9.39,34.11,1,2025,2025-01-29
114,5906475,43.3986,14.9101,70,12.03,38.37,2,2025,2025-02-25
115,5906471,33.0235,-32.3304,23,19.98,35.29,10,2024,2024-10-27
116,5906470,70.9286,-43.4819,275,-2.0,34.06,4,2024,2024-04-28
117,5906488,71.3453,50.2593,332,-2.0,32.45,2,2024,2024-02-17
118,5906484,61.1983,-47.9044,79,9.39,35.62,7,2024,2024-07-10
119,5906486,16.6394,-44.3506,66,23.53,35.86,6,2024,2024-06-27
120,5906485,-6.0892,-147.9984,20,26.68,35.06,10,2024,2024-10-19
121,5906488,-33.143,87.7434,331,-2.0,34.88,7,2024,2024-07-14
122,5906470,-39.3811,-123.3051,244,-2.0,34.17,3,2025,2025-03-10
123,5906489,36.7703,22.949,146,15.77,38.61,7,2024,2024-07-10
124,5906471,10.8439,-16.3948,197,12.43,35.94,1,2024,2024-01-07
125,5906488,9.0001,-29.8039,863,6.67,36.94,10,2024,2024-10-04
126,5906485,-50.6496,131.8467,336,-2.0,34.32,9,2024,2024-09-18
127,5906482,-4.054,-137.3771,299,11.36,34.33,6,2024,2024-06-19
128,5906489,58.1543,-49.1342,1253,2.0,36.47,7,2024,2024-07-11
129,5906489,11.0204,104.1681,1516,2.58,37.36,11,2024,2024-11-03
130,5906473,63.8381,-14.5079,87,10.94,36.18,12,2024,2024-12-16
131,5906473,-3.3361,-99.6006,1804,4.13,36.38,3,2025,2025-03-09
132,5906489,-57.8579,-77.8481,217,-2.0,34.3,1,2024,2024-01-25
133,5906488,27.3642,-53.5765,98,11.31,34.54,7,2024,2024-07-21
134,5906477,29.1923,-11.2804,246,12.21,37.07,3,2025,2025-03-04
135,5906483,33.1464,33.4791,918,4.93,38.57,7,2024,2024-07-02
136,5906472,27.4832,-27.9999,135,18.49,35.69,4,2024,2024-04-07
137,5906487,36.8664,6.8399,12,24.39,38.42,2,2024,2024-02-02
138,5906472,-2.7544,-106.6116,41,25.29,35.07,6,2024,2024-06-13
139,5906488,-22.1816,108.5534,1845,2.0,37.72,1,2024,2024-01-27
140,5906485,37.2441,22.7059,45,16.55,38.66,9,2024,2024-09-22
141,5906487,39.9515,19.5547,1725,2.0,39.94,11,2024,2024-11-13
142,5906471,44.0531,19.3914,50,16.3,37.89,9,2024,2024-09-22
143,5906483,16.677,115.4086,37,21.52,35.96,7,2024,2024-07-12
144,5906489,-53.9985,96.6,1760,2.0,35.69,1,2024,2024-01-03
145,5906480,29.6385,-16.6158,40,11.05,34.5,2,2025,2025-02-23
146,5906476,66.7314,-158.5969,197,-2.0,32.34,9,2024,2024-09-19
147,5906476,-51.7774,150.8184,134,2.96,34.85,2,2025,2025-02-26
148,5906485,66.042,175.5556,32,6.75,31.25,11,2024,2024-11-14
149,5906479,5.6858,-15.2204,30,24.78,36.08,10,2024,2024-10-18
150,5906476,-5.1785,116.8992,48,21.66,35.58,5,2024,2024-05-05
151,5906481,42.3311,3.1269,242,8.77,38.09,1,2024,2024-01-06
152,5906475,0.6958,-156.1345,906,7.64,35.42,12,2024,2024-12-29
153,5906470,-28.3671,91.5903,221,10.92,35.68,3,2025,2025-03-31
154,5906481,66.9319,-88.1524,89,-0.67,31.03,3,2024,2024-03-03
155,5906487,56.3407,-48.4555,109,7.02,36.06,2,2024,2024-02-27
156,5906480,30.2329,-40.9359,57,13.51,35.72,1,2025,2025-01-10
157,5906487,7.5938,-18.5537,89,23.6,36.84,10,2024,2024-10-19
158,5906481,70.2471,-113.4035,50,0.0,32.96,9,2024,2024-09-25
159,5906485,-7.4468,-158.8595,864,8.67,35.71,1,2025,2025-01-15
160,5906472,24.0657,-56.7783,74,21.74,36.88,3,2024,2024-03-09
161,5906481,-45.105,66.4571,49,8.4,34.12,12,2024,2024-12-29
162,5906485,-55.6841,-166.539,34,0.25,33.96,3,2024,2024-03-20
163,5906477,-10.9146,97.9118,735,8.57,35.72,11,2024,2024-11-16
164,5906472,-2.0848,-59.8024,362,10.59,37.04,7,2024,2024-07-19
165,5906478,39.8703,6.5123,18,22.16,38.65,3,2025,2025-03-22
166,5906488,4.9388,-53.2882,272,9.9,36.89,2,2025,2025-02-01
167,5906470,66.1955,13.5514,30,-0.19,33.41,1,2025,2025-01-31
168,5906473,-30.4495,-28.2303,44,11.63,34.67,10,2024,2024-10-23
169,5906472,41.3605,-36.8502,21,10.23,34.67,2,2025,2025-02-03
170,5906482,71.2345,67.498,10,3.57,32.5,1,2025,2025-01-23
171,5906489,36.8415,29.7301,32,23.77,38.7,11,2024,2024-11-01
172,5906482,-2.8334,-90.5988,1228,6.91,36.1,2,2025,2025-02-04
173,5906484,30.9539,32.0242,128,13.76,38.88,4,2024,2024-04-24
174,5906477,31.8,27.047,240,2.81,37.72,2,2024,2024-02-26
175,5906485,32.6206,19.2116,108,12.05,38.34,5,2024,2024-05-11
176,5906479,48.1488,-51.673,62,14.54,36.04,6,2024,2024-06-19
177,5906472,40.086,-114.0599,515,-2.0,34.68,12,2024,2024-12-11
178,5906478,18.4909,91.8507,516,9.39,35.48,12,2024,2024-12-16
179,5906472,48.5508,-60.0715,80,15.97,35.27,3,2025,2025-03-04
180,5906483,39.8533,3.6877,47,17.65,37.2,2,2025,2025-02-18
181,5906479,35.7987,39.4135,60,22.51,38.93,4,2024,2024-04-09
182,5906489,-36.2303,-130.2322,472,-2.0,34.89,7,2024,2024-07-12
183,5906487,17.2704,-34.473,321,10.14,36.34,3,2025,2025-03-27
184,5906473,3.7763,-12.3857,81,24.08,36.25,9,2024,2024-09-27
185,5906487,-3.5047,-16.2118,38,24.85,36.44,11,2024,2024-11-07
186,5906478,-2.1621,72.0218,436,8.62,36.17,11,2024,2024-11-15
187,5906479,1.5953,-122.3136,181,19.14,34.51,8,2024,2024-08-28
188,5906480,69.4294,81.1481,1985,2.0,34.4,5,2024,2024-05-03
189,5906486,39.4232,-97.2264,1631,2.0,35.2,1,2025,2025-01-05
190,5906480,-35.6824,28.2468,1499,2.0,35.47,2,2024,2024-02-24
191,5906473,8.0947,-137.177,1057,4.94,35.69,1,2024,2024-01-01
192,5906483,54.7433,-63.4355,277,-1.84,36.18,11,2024,2024-11-30
193,5906487,2.0286,54.7092,109,19.31,34.74,3,2025,2025-03-30
194,5906474,58.0024,-14.1344,46,13.47,35.18,3,2025,2025-03-02
195,5906485,67.6572,38.196,401,-2.0,31.22,6,2024,2024-06-20
196,5906471,51.5515,-57.6031,50,13.67,35.0,7,2024,2024-07-26
197,5906480,-4.3412,-173.9693,352,15.74,35.52,3,2025,2025-03-29
198,5906476,-39.8298,80.8365,54,4.53,34.27,4,2024,2024-04-10
199,5906487,1.0062,-52.4317,392,12.66,36.19,10,2024,2024-10-09
200,5906478,-6.3189,93.2493,48,23.39,35.7,3,2025,2025-03-20
201,5906479,41.4335,24.4533,41,17.22,38.77,2,2025,2025-02-07
202,5906479,-21.9288,110.2506,1324,2.0,36.65,3,2025,2025-03-08
203,5906481,-54.7875,135.6713,215,-1.78,34.48,12,2024,2024-12-21
204,5906471,23.5604,-44.0734,18,27.02,36.15,1,2025,2025-01-16
205,5906480,17.1779,-43.7962,11,23.79,36.39,3,2025,2025-03-14
206,5906484,55.2584,-63.5791,28,20.24,34.51,1,2025,2025-01-22
207,5906481,40.6106,29.2612,1465,2.0,39.85,8,2024,2024-08-14
208,5906478,6.3025,-104.1139,44,26.5,34.06,4,2024,2024-04-17
209,5906487,75.7918,-123.6765,47,0.25,30.26,10,2024,2024-10-05
210,5906482,-59.0626,12.2171,33,3.01,33.96,1,2025,2025-01-17
211,5906477,-2.2452,-47.7446,317,13.6,35.99,5,2024,2024-05-22
212,5906489,6.3932,-22.3472,39,27.54,36.71,4,2024,2024-04-22
213,5906487,-35.6799,-120.7765,64,0.2,33.96,2,2025,2025-02-11
214,5906479,-16.6656,86.5384,1796,2.0,37.74,10,2024,2024-10-19
215,5906478,57.1671,-10.7663,1431,2.0,36.44,9,2024,2024-09-26
216,5906485,-58.2065,-14.6861,57,9.51,34.83,5,2024,2024-05-19
217,5906477,56.7197,26.0793,57,8.88,34.63,3,2024,2024-03-08
218,5906484,-6.3694,-92.6247,279,14.75,34.98,5,2024,2024-05-21
219,5906473,75.5034,122.7745,1611,2.0,32.02,5,2024,2024-05-28
220,5906470,65.6812,137.2083,350,-2.0,30.5,8,2024,2024-08-12
221,5906475,34.5649,93.0619,1090,2.0,35.99,3,2025,2025-03-12
222,5906484,-15.3297,52.9977,16,24.78,34.87,1,2024,2024-01-02
223,5906483,14.4582,-28.1491,549,7.6,36.3,2,2025,2025-02-13
224,5906470,-33.6088,-37.1418,54,-0.07,34.45,7,2024,2024-07-16
225,5906476,32.5355,12.798,1945,2.0,40.0,3,2025,2025-03-26
226,5906487,32.4261,13.2473,472,6.84,38.46,11,2024,2024-11-20
227,5906485,0.4067,-100.9239,143,20.71,35.29,4,2024,2024-04-09
228,5906483,48.2935,90.8251,36,17.41,34.65,2,2024,2024-02-26
229,5906475,31.4541,104.4921,94,4.81,34.45,1,2025,2025-01-10
230,5906476,75.6238,-172.8167,203,-2.0,30.41,3,2025,2025-03-28
231,5906475,-9.4869,-41.6667,35,26.38,36.27,1,2025,2025-01-12
232,5906482,-6.4996,45.7055,23,20.77,35.03,10,2024,2024-10-11
233,5906487,4.0888,75.7899,45,25.66,35.74,3,2025,2025-03-20
234,5906482,-9.0681,-12.4561,1957,2.0,37.55,5,2024,2024-05-01
235,5906489,-4.9048,90.3879,44,20.68,34.64,11,2024,2024-11-27
236,5906481,50.622,-97.5211,381,-2.0,34.76,11,2024,2024-11-07
237,5906475,-7.1223,-117.6073,101,22.52,35.45,1,2024,2024-01-22
238,5906474,76.6573,76.8821,717,-2.0,31.72,1,2025,2025-01-03
239,5906485,51.2573,59.446,32,9.66,33.87,4,2024,2024-04-25
240,5906488,37.5355,37.3391,319,8.84,38.53,2,2025,2025-02-06
241,5906484,-43.4753,128.4833,205,-2.0,34.93,12,2024,2024-12-24
242,5906472,-8.6628,-12.1673,26,23.92,36.43,6,2024,2024-06-13
243,5906482,-36.6236,-46.1577,41,4.73,34.19,3,2025,2025-03-29
244,5906474,79.193,11.4236,11,6.34,30.83,3,2025,2025-03-05
245,5906485,63.19,-41.6151,308,5.41,35.88,2,2025,2025-02-02
246,5906481,41.8892,35.7837,86,11.94,37.92,3,2024,2024-03-28
247,5906470,-17.5915,88.3773,78,23.54,34.6,5,2024,2024-05-07
248,5906486,54.3923,58.4432,67,8.49,33.9,3,2024,2024-03-02
249,5906476,-6.1459,-120.1965,1862,4.83,37.17,11,2024,2024-11-15
250,5906477,-2.547,61.3495,46,22.73,35.44,12,2024,2024-12-20
251,5906478,42.6103,-64.0665,1342,2.0,37.7,8,2024,2024-08-04
252,5906486,39.2783,-43.5018,71,11.91,35.1,1,2025,2025-01-15
253,5906485,37.219,-80.4181,42,12.72,33.61,2,2025,2025-02-03
254,5906478,30.3456,4.1525,1025,2.0,39.92,5,2024,2024-05-15
255,5906480,-39.984,54.0237,16,0.54,34.25,2,2024,2024-02-19
256,5906474,-9.6611,-125.0284,589,11.3,35.87,6,2024,2024-06-23
257,5906485,-29.0781,80.579,131,20.69,34.9,1,2025,2025-01-28
258,5906486,52.8179,89.3649,195,8.26,34.88,4,2024,2024-04-27
259,5906474,6.705,-148.4709,100,25.04,35.0,9,2024,2024-09-19
260,5906486,55.1641,-70.5655,881,4.58,35.6,10,2024,2024-10-25
261,5906478,37.4508,36.4607,445,8.09,37.76,6,2024,2024-06-11
262,5906471,-41.6467,163.6747,296,1.12,34.19,3,2025,2025-03-31
263,5906473,69.643,-171.416,1718,2.0,35.95,8,2024,2024-08-18
264,5906470,48.372,-35.9996,378,6.28,36.17,5,2024,2024-05-01
265,5906472,5.6538,-135.7676,329,12.02,34.95,3,2025,2025-03-15
266,5906486,43.0675,27.6908,247,7.56,38.93,2,2025,2025-02-25
267,5906472,-4.7785,-22.0575,311,10.18,36.48,5,2024,2024-05-28
268,5906480,33.277,-38.387,113,6.96,34.64,6,2024,2024-06-21
269,5906472,-16.9949,68.9847,1659,5.42,36.94,2,2025,2025-02-26
270,5906474,-47.6275,44.0114,1327,2.0,35.37,11,2024,2024-11-12
271,5906482,31.5136,20.8424,1792,2.0,39.48,6,2024,2024-06-12
272,5906480,38.7983,34.6709,49,17.07,39.03,2,2024,2024-02-07
273,5906471,50.4628,-7.2159,123,14.67,34.66,1,2025,2025-01-11
274,5906488,7.9594,58.3111,415,11.21,35.53,5,2024,2024-05-06
275,5906471,-36.7906,-112.8682,121,5.61,34.43,3,2025,2025-03-20
276,5906483,64.7443,-52.9108,1429,2.0,36.45,11,2024,2024-11-09
277,5906474,9.54,-125.8934,948,8.99,36.03,4,2024,2024-04-13
278,5906473,-38.305,-1.6778,1390,2.0,35.48,8,2024,2024-08-08
279,5906472,-59.0957,22.6165,20,11.83,34.67,10,2024,2024-10-21
280,5906485,38.6028,2.4336,62,14.09,38.82,6,2024,2024-06-19
281,5906481,37.5227,24.3891,112,17.37,37.15,8,2024,2024-08-11
282,5906479,-7.1665,-106.1987,130,19.68,35.32,3,2024,2024-03-03
283,5906475,48.6408,52.2288,405,7.03,35.19,4,2024,2024-04-25
284,5906470,48.6345,-50.8764,141,1.38,35.11,3,2024,2024-03-15
285,5906489,-21.6418,78.8837,11,21.59,34.59,5,2024,2024-05-14
286,5906479,52.5799,80.2413,1915,2.0,36.31,7,2024,2024-07-01
287,5906482,73.6653,-11.2883,82,-2.0,33.73,12,2024,2024-12-21
288,5906489,35.4218,2.7429,288,6.39,37.36,12,2024,2024-12-17
289,5906476,77.7535,-160.6064,44,1.9,32.28,3,2024,2024-03-17
290,5906475,50.3556,-50.0387,65,6.52,35.37,1,2024,2024-01-10
291,5906478,-6.8566,-16.96,1414,6.0,37.03,11,2024,2024-11-20
292,5906479,-11.2907,47.2758,32,23.21,34.85,1,2024,2024-01-08
293,5906477,49.8615,88.3854,1855,2.0,35.7,3,2024,2024-03-11
294,5906482,3.5538,-22.0993,13,27.28,36.47,5,2024,2024-05-12
295,5906478,4.6866,-163.8247,95,22.48,34.18,12,2024,2024-12-08
296,5906473,39.0168,1.2087,499,8.72,38.79,3,2024,2024-03-17
297,5906473,57.2152,-62.1086,23,7.55,35.56,2,2024,2024-02-29
298,5906489,-15.1094,49.5256,87,21.69,34.6,3,2025,2025-03-12
299,5906472,8.1819,-173.6474,1642,4.29,37.07,5,2024,2024-05-19
300,5906479,68.9467,3.5594,1850,2.0,32.68,2,2024,2024-02-13
301,5906483,-3.5989,-176.9176,27,29.99,34.41,1,2025,2025-01-01
302,5906482,66.8862,121.41,1340,2.0,34.15,3,2024,2024-03-10
303,5906477,44.2735,8.3971,15,19.59,38.99,10,2024,2024-10-06
304,5906475,43.9694,11.5757,363,2.56,38.74,1,2024,2024-01-02
305,5906488,42.2463,19.0917,950,0.79,38.78,6,2024,2024-06-27
306,5906473,42.2259,26.0031,500,3.98,38.38,5,2024,2024-05-31
307,5906487,55.7881,4.2092,538,0.07,35.53,2,2025,2025-02-27
308,5906471,72.4321,-42.1978,40,5.91,33.31,3,2025,2025-03-22
309,5906480,23.614,-13.6496,115,20.65,36.4,5,2024,2024-05-08
310,5906477,-47.0366,30.5403,97,-2.0,34.59,2,2025,2025-02-15
311,5906481,-37.0207,-46.4858,86,8.32,34.89,10,2024,2024-10-14
312,5906488,19.7625,116.6419,1621,2.0,36.5,12,2024,2024-12-20
313,5906484,34.6649,-58.6924,402,0.87,35.1,9,2024,2024-09-08
314,5906477,23.2007,-113.7498,58,15.93,33.73,8,2024,2024-08-13
315,5906486,-58.7658,57.5428,20,-0.79,34.03,7,2024,2024-07-30
316,5906473,37.0469,2.9287,78,17.45,38.83,8,2024,2024-08-17
317,5906480,-12.2108,78.9946,1382,2.0,36.77,3,2024,2024-03-05
318,5906475,1.9488,-95.1103,1721,5.5,36.29,1,2024,2024-01-05
319,5906484,34.6303,4.2459,15,15.03,37.56,11,2024,2024-11-03
320,5906482,56.1658,-62.7279,193,7.2,35.14,8,2024,2024-08-19
321,5906486,42.2419,-13.9462,26,9.85,35.33,10,2024,2024-10-19
322,5906484,23.5656,-50.2572,120,17.69,36.23,1,2025,2025-01-19
323,5906479,-46.9399,91.7119,512,-2.0,34.36,8,2024,2024-08-27
324,5906473,27.5952,-29.7877,17,28.48,36.52,5,2024,2024-05-25
325,5906482,-47.1201,15.6677,1547,2.0,35.6,3,2024,2024-03-20
326,5906481,43.6257,8.7272,564,-2.0,35.52,2,2024,2024-02-07
327,5906481,27.0111,-44.1585,1575,2.0,37.08,12,2024,2024-12-18
328,5906485,35.3724,3.5612,98,13.12,37.42,12,2024,2024-12-05
329,5906487,59.2614,-66.6891,38,10.3,36.46,7,2024,2024-07-20
330,5906478,40.1809,-21.8922,1650,2.0,36.21,5,2024,2024-05-09
331,5906478,48.2976,-102.306,133,8.44,34.52,12,2024,2024-12-22
332,5906477,79.9308,143.5395,1852,2.0,34.12,2,2025,2025-02-06
333,5906484,-28.3736,89.1183,1197,2.06,36.66,11,2024,2024-11-05
334,5906475,42.7957,32.9665,162,10.82,37.82,2,2025,2025-02-15
335,5906478,38.4243,23.2548,1059,2.0,38.69,1,2024,2024-01-24
336,5906481,1.4575,115.9385,120,17.09,34.95,6,2024,2024-06-12
337,5906473,-7.8154,-19.9822,133,19.18,36.68,3,2025,2025-03-14
338,5906477,7.9931,79.8005,44,19.82,34.62,11,2024,2024-11-29
339,5906479,49.658,-21.8833,45,19.47,34.43,11,2024,2024-11-15
340,5906475,-3.0907,-54.9426,1695,2.42,38.22,3,2024,2024-03-15
341,5906483,9.241,-92.7815,24,27.16,35.39,4,2024,2024-04-24
342,5906477,2.0127,-45.5591,1118,3.44,37.92,10,2024,2024-10-29
343,5906488,-13.2512,69.9134,10,26.23,34.57,4,2024,2024-04-15
344,5906477,-54.6952,-41.7812,28,8.68,34.24,9,2024,2024-09-23
345,5906489,42.1271,25.5723,17,18.91,37.38,4,2024,2024-04-14
346,5906480,69.583,-61.5011,48,7.61,33.02,6,2024,2024-06-19
347,5906486,31.9481,30.4065,24,16.01,37.3,6,2024,2024-06-01
348,5906473,41.1989,9.9634,185,10.17,38.37,11,2024,2024-11-01
349,5906472,7.8341,-96.9594,216,13.81,35.01,1,2025,2025-01-03
350,5906489,70.1868,47.1447,523,-2.0,34.04,3,2025,2025-03-26
351,5906470,43.6692,24.2116,365,4.95,38.02,8,2024,2024-08-10
352,5906481,55.7208,-36.0065,216,2.71,36.44,1,2024,2024-01-11
353,5906480,-5.2431,-92.1172,40,25.89,35.36,4,2024,2024-04-25
354,5906489,46.5358,55.2491,1163,2.0,35.88,2,2024,2024-02-29
355,5906474,6.9605,-118.8055,1477,4.65,36.34,4,2024,2024-04-21
356,5906482,41.7356,11.7284,15,16.67,37.23,2,2025,2025-02-17
357,5906473,73.1266,-51.0752,29,3.12,31.85,3,2025,2025-03-25
358,5906476,3.446,-51.6284,71,25.14,36.66,1,2024,2024-01-14
