id,float_id,latitude,longitude,depth,temperature,salinity,month,year,date
83,5906482,13.2972,-10.4228,130,17.19,36.09,9,2024,2024-09-17
84,5906477,39.9273,36.7523,43,23.88,37.66,1,2025,2025-01-06
85,5906479,11.0861,107.4058,330,9.83,35.85,7,2024,2024-07-16
86,5906487,0.8011,-100.5772,1631,7.06,36.05,5,2024,2024-05-20
87,5906482,13.7596,-12.3059,74,21.79,35.98,10,2024,2024-10-03
88,5906484,43.3035,-64.6798,1716,2.0,36.99,6,2024,2024-06-06
89,5906480,66.5375,-75.9355,304,-2.0,34.39,4,2024,2024-04-04
90,5906473,61.3753,-34.4891,670,0.88,36.82,8,2024,2024-08-27
91,5906488,26.8496,110.769,1037,2.0,35.32,8,2024,2024-08-01
92,5906471,32.766,39.9596,129,17.6,38.44,3,2024,2024-03-09
93,5906483,-45.3328,47.8023,115,-1.28,34.07,1,2025,2025-01-26
94,5906482,34.9173,12.4172,198,8.82,38.65,4,2024,2024-04-06
95,5906478,-42.2454,162.9764,125,1.71,34.69,3,2024,2024-03-21
96,5906480,35.065,-48.404,37,14.81,36.03,3,2025,2025-03-25
97,5906479,-7.0258,-176.258,94,21.77,34.46,9,2024,2024-09-06
98,5906479,-35.4629,-161.8303,1078,2.0,35.87,12,2024,2024-12-09
99,5906474,-7.5665,-51.976,1841,4.31,38.7,7,2024,2024-07-16
100,5906476,37.21,-109.3339,85,12.39,34.05,6,2024,2024-06-19
101,5906477,30.4272,-16.1771,492,1.13,34.27,9,2024,2024-09-04
102,5906483,-46.975,31.1894,1610,2.0,36.17,12,2024,2024-12-03
103,5906482,-0.8329,-11.7524,23,27.39,36.13,12,2024,2024-12-26
104,5906479,36.9177,6.3786,281,6.03,37.45,2,2025,2025-02-21
105,5906475,-6.8273,-101.5739,872,10.8,35.69,2,2024,2024-02-24
106,5906485,34.6195,28.6863,130,9.25,38.81,12,2024,2024-12-31
107,5906485,-0.0694,-99.8557,467,12.65,35.12,7,2024,2024-07-21
108,5906474,-2.1388,63.5238,1462,2.0,36.41,8,2024,2024-08-10
109,5906485,69.1772,125.3487,91,-2.0,31.04,5,2024,2024-05-29
110,5906489,-58.6542,-89.2163,88,8.3,34.86,2,2024,2024-02-04
111,5906474,18.1802,-22.6748,14,25.87,36.56,2,2024,2024-02-10
112,5906484,1.3239,-148.1095,102,22.12,35.56,12,2024,2024-12-27
113,5906476,-9.7673,-36.2981,76,22.12,37.01,2,2025,2025-02-15
114,5906483,-30.66,-45.3598,25,9.05,34.7,8,2024,2024-08-08
115,5906472,51.0938,-13.5799,60,11.3,34.71,6,2024,2024-06-12
116,5906479,69.2565,1.2107,654,-2.0,34.59,9,2024,2024-09-28
117,5906483,30.2193,36.3661,62,9.17,34.77,2,2025,2025-02-07
118,5906488,-16.6501,54.4687,104,15.6,35.83,12,2024,2024-12-27
119,5906478,12.4534,61.457,89,22.95,35.25,12,2024,2024-12-21
120,5906482,-26.2285,90.8748,278,12.3,35.99,3,2024,2024-03-03
121,5906482,-2.6988,-97.2365,42,27.74,35.04,1,2025,2025-01-29
122,5906487,4.4517,-45.2252,822,6.1,36.84,9,2024,2024-09-08
123,5906476,66.0553,19.6145,52,0.56,31.25,1,2025,2025-01-21
124,5906485,15.2331,101.1833,338,8.05,35.92,2,2025,2025-02-17
125,5906481,31.3614,30.3556,1776,2.0,39.21,1,2024,2024-01-06
126,5906471,-0.6015,-147.9247,23,28.68,34.87,6,2024,2024-06-27
127,5906478,26.6586,-41.6693,80,13.35,34.88,1,2024,2024-01-30
128,5906487,53.6132,-38.8087,48,11.9,36.2,9,2024,2024-09-29
129,5906489,41.5949,114.5666,219,4.78,34.83,9,2024,2024-09-10
130,5906484,-8.9852,-23.0355,28,24.39,35.59,5,2024,2024-05-06
131,5906489,30.0864,-40.5297,14,19.7,35.63,10,2024,2024-10-07
132,5906483,-5.4051,88.2404,376,9.3,35.94,6,2024,2024-06-19
133,5906486,47.0179,-23.935,1085,2.0,35.95,8,2024,2024-08-04
134,5906480,-30.2574,3.5458,26,5.24,34.27,3,2025,2025-03-22
135,5906470,9.6364,-110.2939,26,26.06,34.86,10,2024,2024-10-31
136,5906474,24.9728,-53.1164,10,24.78,36.47,11,2024,2024-11-09
137,5906486,-39.1307,118.8691,1741,2.0,35.85,1,2024,2024-01-07
138,5906486,75.8337,-4.0232,16,3.98,33.63,12,2024,2024-12-26
139,5906489,70.4422,63.9908,94,-1.79,32.28,1,2025,2025-01-18
140,5906476,35.6682,16.9458,328,9.44,39.17,6,2024,2024-06-24
141,5906481,35.4552,31.4275,345,1.47,38.77,11,2024,2024-11-30
142,5906485,-35.8244,-98.077,91,-2.0,34.1,8,2024,2024-08-13
143,5906489,-16.1755,41.0312,1892,2.0,36.39,10,2024,2024-10-12
144,5906483,51.6911,-38.2557,39,19.42,34.69,10,2024,2024-10-31
145,5906471,38.8453,20.1898,1571,3.8,39.82,6,2024,2024-06-04
146,5906472,6.5644,91.8581,63,20.46,34.7,6,2024,2024-06-05
147,5906486,37.5997,35.1748,373,4.4,38.77,3,2024,2024-03-05
148,5906473,-53.0683,105.8066,68,10.14,34.19,1,2024,2024-01-15
149,5906488,40.0756,-41.6601,94,3.93,35.17,3,2025,2025-03-08
150,5906485,-16.0123,94.4459,1987,2.0,36.64,10,2024,2024-10-01
151,5906480,-40.6211,16.773,432,-2.0,35.19,3,2025,2025-03-13
152,5906487,-4.4691,-106.7101,1508,4.84,35.92,9,2024,2024-09-13
153,5906477,5.9115,-171.2208,63,27.47,34.84,11,2024,2024-11-10
154,5906473,-4.6267,69.2277,99,18.6,34.71,9,2024,2024-09-18
155,5906484,21.5176,-44.1777,584,9.94,36.86,5,2024,2024-05-02
156,5906473,15.8544,-20.884,22,24.22,36.09,10,2024,2024-10-01
157,5906472,-42.021,-89.3739,206,-2.0,34.61,6,2024,2024-06-14
158,5906487,43.3347,13.0672,196,4.34,38.17,7,2024,2024-07-26
159,5906483,-9.5166,61.4836,28,23.72,35.12,10,2024,2024-10-14
160,5906474,40.106,-18.9218,332,6.89,35.21,11,2024,2024-11-13
161,5906475,51.2755,-37.4994,204,-2.0,35.94,3,2025,2025-03-01
162,5906479,-9.314,52.1492,32,25.05,34.74,1,2025,2025-01-08
163,5906477,27.6396,-10.4533,726,6.11,34.71,3,2025,2025-03-05
164,5906481,-59.9631,96.9525,34,4.33,34.62,1,2025,2025-01-14
165,5906488,-5.4766,-99.4522,143,20.68,34.33,1,2025,2025-01-01
166,5906481,42.8904,-34.6856,15,16.43,34.79,8,2024,2024-08-28
167,5906475,79.5573,-13.9626,154,-2.0,33.63,10,2024,2024-10-31
168,5906476,35.5333,15.4561,286,3.91,38.77,2,2024,2024-02-18
169,5906480,-8.878,-106.6912,483,10.23,35.23,10,2024,2024-10-23
170,5906476,56.8493,-59.821,45,17.77,34.64,8,2024,2024-08-05
171,5906485,3.1654,-28.1675,116,18.98,36.01,11,2024,2024-11-03
172,5906475,7.4706,-38.4795,81,22.86,37.02,12,2024,2024-12-24
173,5906483,0.345,60.1712,46,25.85,35.73,5,2024,2024-05-18
174,5906472,38.4937,-38.151,402,1.45,36.56,1,2024,2024-01-07
175,5906486,39.7377,-47.6448,1612,2.0,36.94,3,2025,2025-03-03
176,5906487,-8.2617,-50.5889,37,26.92,36.65,11,2024,2024-11-21
177,5906476,34.2298,-2.5974,49,16.87,33.71,3,2024,2024-03-31
178,5906479,65.9563,134.5601,595,-2.0,34.12,2,2025,2025-02-12
179,5906485,37.4027,-25.6148,1894,2.0,37.07,6,2024,2024-06-15
180,5906486,-6.6418,-11.0486,1406,5.42,37.75,6,2024,2024-06-30
181,5906489,-3.5097,-157.0241,30,29.14,35.28,1,2024,2024-01-29
182,5906470,71.5839,-137.6885,105,2.41,34.2,8,2024,2024-08-30
183,5906488,36.5009,20.3562,32,16.59,38.52,12,2024,2024-12-09
184,5906479,-53.6708,131.3859,49,8.68,34.35,3,2024,2024-03-10
185,5906470,21.6342,96.2052,49,17.52,34.81,3,2025,2025-03-20
186,5906474,30.7408,6.5798,1923,2.0,39.65,11,2024,2024-11-03
187,5906482,-54.1971,179.9968,158,-2.0,33.99,9,2024,2024-09-03
188,5906475,-5.4916,-123.1919,345,15.26,35.47,2,2025,2025-02-01
189,5906485,-56.34,46.1251,433,-2.0,35.22,4,2024,2024-04-06
190,5906470,-22.1093,52.4987,36,24.89,35.34,7,2024,2024-07-10
191,5906470,-39.4332,27.3441,1040,2.0,35.24,7,2024,2024-07-29
192,5906480,38.7766,24.4218,92,12.53,38.49,11,2024,2024-11-21
193,5906482,6.5097,113.0891,44,25.86,35.66,8,2024,2024-08-24
194,5906488,-5.3725,-22.4272,12,23.6,36.65,5,2024,2024-05-28
195,5906470,-28.0809,60.2224,1362,2.0,36.12,12,2024,2024-12-26
196,5906488,9.3637,-58.2577,13,23.53,35.88,2,2024,2024-02-05
197,5906489,75.1608,76.6238,276,-2.0,30.65,10,2024,2024-10-17
198,5906486,76.5604,116.9782,181,-2.0,33.17,3,2025,2025-03-11
199,5906481,72.2996,-4.452,42,-1.8,31.86,1,2025,2025-01-15
200,5906472,2.6441,-118.0816,1284,5.68,35.69,3,2025,2025-03-22
201,5906473,-37.3209,-99.7818,103,8.59,34.49,10,2024,2024-10-02
202,5906485,-6.7979,-40.3084,1355,6.03,38.33,2,2025,2025-02-15
203,5906473,27.8062,-44.0083,42,27.99,36.52,9,2024,2024-09-17
204,5906470,68.3483,10.6399,149,-2.0,32.19,5,2024,2024-05-15
205,5906483,76.6038,-157.4877,1625,2.0,35.36,11,2024,2024-11-18
206,5906484,5.3934,51.1414,246,11.37,35.84,4,2024,2024-04-29
207,5906488,10.3096,85.5808,19,24.79,36.0,3,2025,2025-03-15
208,5906488,75.9361,-133.1479,1532,2.0,34.33,2,2025,2025-02-24
209,5906482,57.2054,-54.6012,11,19.92,36.09,2,2025,2025-02-13
210,5906478,58.1484,-10.2881,93,10.96,34.04,3,2025,2025-03-08
211,5906488,-0.6428,-59.4071,37,26.05,36.44,8,2024,2024-08-27
212,5906489,-45.0171,143.1927,1102,2.0,35.15,1,2024,2024-01-02
213,5906476,42.207,30.3531,645,2.95,37.67,2,2025,2025-02-06
214,5906485,-36.6962,56.6284,1308,2.0,35.37,2,2025,2025-02-22
215,5906488,10.3929,-56.6949,1690,6.3,38.48,4,2024,2024-04-11
216,5906486,42.9386,26.1539,1700,2.0,38.91,1,2024,2024-01-14
217,5906480,30.2524,-59.5544,359,-2.0,36.03,3,2025,2025-03-10
218,5906487,57.9999,-54.669,43,7.79,34.58,3,2025,2025-03-27
219,5906489,-31.4372,132.2057,1001,2.0,35.77,9,2024,2024-09-03
220,5906475,4.5743,-148.3825,63,24.98,34.39,1,2025,2025-01-25
221,5906482,24.2787,9.8672,318,5.44,34.74,3,2024,2024-03-06
222,5906473,7.6691,-124.0512,232,16.0,34.78,7,2024,2024-07-20
223,5906479,30.4728,6.689,268,9.28,37.79,1,2024,2024-01-09
224,5906482,60.5208,-10.4893,16,17.74,35.12,6,2024,2024-06-04
225,5906478,-7.283,99.9754,50,24.45,35.41,12,2024,2024-12-24
226,5906470,2.3748,-97.8262,97,22.22,35.07,4,2024,2024-04-23
227,5906486,-30.5834,93.8277,44,12.61,34.34,3,2025,2025-03-25
228,5906475,6.676,-111.7575,21,26.39,34.42,7,2024,2024-07-17
229,5906473,16.485,-50.9952,1950,4.61,37.96,2,2024,2024-02-25
230,5906488,2.7918,-129.3121,1708,5.76,35.73,4,2024,2024-04-23
231,5906476,25.1366,-52.2407,33,26.2,36.89,10,2024,2024-10-02
232,5906481,39.7678,4.1734,34,18.1,37.41,3,2024,2024-03-19
233,5906472,28.3791,-10.6668,122,18.78,36.75,7,2024,2024-07-12
234,5906478,2.5124,55.832,270,9.74,35.5,8,2024,2024-08-07
235,5906471,-38.7463,30.7713,93,-0.42,34.31,1,2024,2024-01-15
236,5906482,22.8647,26.0857,1506,2.0,36.01,3,2025,2025-03-02
237,5906482,2.1809,-44.8277,988,4.81,37.82,10,2024,2024-10-15
238,5906486,65.2269,-115.8272,1506,2.0,33.11,3,2025,2025-03-09
239,5906471,-59.7451,-122.966,120,-2.0,33.94,8,2024,2024-08-10
240,5906483,20.1718,99.413,20,16.56,33.67,10,2024,2024-10-29
241,5906480,6.8727,-114.6609,273,14.09,35.41,1,2025,2025-01-25
242,5906479,48.6123,108.7679,23,21.25,34.15,10,2024,2024-10-25
243,5906481,72.8077,149.5933,181,-2.0,31.45,10,2024,2024-10-29
244,5906476,31.1104,35.9991,436,9.8,37.44,3,2025,2025-03-30
245,5906472,-31.9506,117.3038,17,8.84,34.11,9,2024,2024-09-17
246,5906486,-32.4725,53.2954,256,-1.81,34.57,12,2024,2024-12-06
247,5906478,18.4793,116.9205,1581,2.24,36.6,12,2024,2024-12-30
248,5906486,-5.4454,94.8189,318,10.4,35.71,11,2024,2024-11-16
249,5906472,68.5518,-10.5466,22,-2.0,31.9,1,2025,2025-01-06
250,5906476,-3.0461,-144.5819,1249,8.24,36.34,1,2024,2024-01-06
251,5906470,34.7514,19.9346,19,23.14,38.92,7,2024,2024-07-05
252,5906479,56.8387,-24.7382,1914,2.0,38.31,11,2024,2024-11-24
253,5906478,78.1406,-30.4656,37,4.5,31.06,5,2024,2024-05-13
254,5906484,24.5804,-37.0397,1698,3.64,37.37,9,2024,2024-09-26
255,5906487,30.6816,-81.7055,308,-1.81,34.65,3,2025,2025-03-25
256,5906489,16.3347,-55.0444,36,25.19,35.86,3,2024,2024-03-19
257,5906470,-40.5365,116.2751,23,4.36,34.37,3,2024,2024-03-27
258,5906474,43.4126,-10.9791,187,0.34,34.91,4,2024,2024-04-03
259,5906478,39.3127,-17.8874,141,8.64,36.09,2,2024,2024-02-19
260,5906485,2.0422,91.5075,1924,2.12,37.85,7,2024,2024-07-27
261,5906479,66.729,-147.6567,403,-2.0,33.21,7,2024,2024-07-24
262,5906483,16.1958,99.4665,523,5.41,35.83,4,2024,2024-04-14
263,5906485,71.5521,86.4029,49,4.71,31.51,7,2024,2024-07-03
264,5906480,13.2114,87.171,114,17.8,35.98,1,2024,2024-01-05
265,5906482,74.487,43.2908,394,-2.0,33.62,9,2024,2024-09-19
266,5906470,-44.1602,30.5235,661,-2.0,34.49,5,2024,2024-05-02
267,5906480,74.7732,161.3587,100,0.07,31.41,5,2024,2024-05-07
268,5906484,-23.5572,94.9297,1795,3.31,37.67,11,2024,2024-11-01
269,5906476,-6.9314,-130.2704,104,22.59,35.1,4,2024,2024-04-16
270,5906486,-19.4402,40.7246,1677,4.29,36.8,12,2024,2024-12-13
271,5906489,-29.3799,119.5631,135,16.56,35.28,1,2024,2024-01-11
272,5906481,15.9002,61.5053,10,25.81,35.85,6,2024,2024-06-09
273,5906479,22.2496,9.7996,355,5.99,35.01,10,2024,2024-10-05
274,5906486,48.8337,68.9404,646,5.63,34.62,1,2024,2024-01-31
275,5906481,1.2958,-104.3512,31,24.7,35.04,12,2024,2024-12-26
276,5906474,-38.9048,101.0838,485,-2.0,34.32,7,2024,2024-07-25
277,5906473,65.6028,176.5458,38,-1.48,33.13,8,2024,2024-08-08
278,5906484,43.6184,11.7343,91,21.49,38.73,9,2024,2024-09-07
279,5906484,33.423,-47.5329,154,0.54,35.6,8,2024,2024-08-19
280,5906475,35.1343,10.2956,30,20.9,38.37,6,2024,2024-06-18
281,5906487,21.435,-10.05,26,27.04,36.01,10,2024,2024-10-27
282,5906478,4.9057,74.9427,168,16.07,35.38,3,2024,2024-03-15
283,5906479,5.6671,-104.9106,82,25.21,34.68,10,2024,2024-10-18
284,5906480,37.5404,109.1825,1852,2.0,36.42,8,2024,2024-08-10
285,5906487,-38.2698,74.3701,51,5.06,34.72,4,2024,2024-04-25
286,5906481,28.5759,-90.181,78,12.75,34.65,12,2024,2024-12-26
287,5906483,2.3306,85.6676,1134,4.95,36.69,7,2024,2024-07-24
288,5906481,-8.6152,-145.6627,119,20.59,35.4,12,2024,2024-12-31
289,5906482,37.8725,-8.5887,402,0.63,34.27,7,2024,2024-07-15
290,5906488,33.596,37.3498,76,14.41,38.28,2,2025,2025-02-18
291,5906474,43.1195,22.1661,68,16.78,38.42,2,2024,2024-02-26
292,5906484,-32.3812,-103.8399,27,2.29,34.55,9,2024,2024-09-25
293,5906486,73.1153,-176.0299,68,-1.57,31.25,1,2024,2024-01-23
294,5906479,44.9445,79.4493,60,12.19,34.88,8,2024,2024-08-31
295,5906488,22.6104,81.8251,101,8.72,35.06,6,2024,2024-06-16
296,5906489,42.3178,8.3221,136,14.99,37.66,3,2024,2024-03-31
297,5906479,23.1309,-35.98,41,11.26,34.06,2,2025,2025-02-07
298,5906484,24.4344,-13.5014,387,12.31,36.17,1,2025,2025-01-20
299,5906488,-39.6763,-59.4081,90,6.67,34.87,2,2024,2024-02-29
300,5906473,-2.4785,-173.2477,50,27.9,34.91,3,2024,2024-03-10
301,5906474,54.8203,-42.7493,444,-2.0,36.46,3,2025,2025-03-07
302,5906475,0.603,93.3734,424,10.77,35.25,7,2024,2024-07-08
303,5906483,17.8684,-15.8229,141,19.69,36.38,1,2025,2025-01-15
304,5906472,24.1917,-25.0041,182,14.15,35.87,7,2024,2024-07-23
305,5906472,-9.0757,-134.9662,237,14.32,35.21,8,2024,2024-08-05
306,5906472,9.164,-49.0871,14,23.15,36.8,2,2025,2025-02-28
307,5906484,-9.2918,-101.3464,126,19.54,35.52,6,2024,2024-06-27
308,5906488,-38.6924,93.2314,49,6.02,33.93,2,2024,2024-02-02
309,5906476,3.4136,-84.4169,14,27.66,35.34,11,2024,2024-11-13
310,5906488,-7.8147,68.3406,1085,6.6,36.35,2,2024,2024-02-14
311,5906475,38.6247,15.1193,73,13.5,37.53,2,2025,2025-02-10
312,5906487,19.3076,-36.4876,30,28.57,35.61,9,2024,2024-09-16
313,5906480,49.4145,-30.3186,87,11.25,35.36,4,2024,2024-04-26
314,5906470,31.8078,-50.9202,73,10.89,35.58,9,2024,2024-09-14
315,5906487,32.1557,26.9022,1713,2.0,39.46,3,2024,2024-03-15
316,5906475,21.0103,-19.0295,16,26.24,35.72,1,2024,2024-01-13
317,5906486,34.8804,-97.208,79,8.54,34.43,1,2024,2024-01-29
318,5906484,42.0526,22.1426,1700,2.0,39.93,3,2024,2024-03-11
319,5906487,70.2586,-171.9055,1611,2.0,33.03,3,2024,2024-03-14
320,5906488,40.6317,-36.1638,78,16.13,36.12,2,2024,2024-02-22
321,5906475,36.982,-35.8819,78,9.15,35.99,7,2024,2024-07-25
322,5906488,74.2663,-16.4143,134,-2.0,34.0,6,2024,2024-06-15
323,5906480,39.7674,-10.2969,450,-1.52,36.68,2,2024,2024-02-12
324,5906472,-59.6071,-66.4382,133,5.83,34.91,2,2025,2025-02-24
325,5906471,-45.701,-46.9691,26,7.89,34.51,7,2024,2024-07-17
326,5906473,37.2586,-64.0598,145,2.22,35.48,2,2024,2024-02-22
327,5906473,-59.2279,-136.1363,79,9.32,34.01,2,2025,2025-02-11
328,5906483,66.3515,79.7829,394,-2.0,32.66,12,2024,2024-12-28
329,5906482,-14.5456,119.5262,134,19.71,35.38,12,2024,2024-12-05
330,5906485,6.1893,-179.8823,157,20.38,34.78,5,2024,2024-05-12
331,5906473,40.5293,17.4651,32,15.75,37.62,12,2024,2024-12-01
332,5906473,3.6817,-98.6678,117,19.81,34.43,1,2025,2025-01-10
333,5906482,37.6079,5.6037,46,15.15,38.27,1,2024,2024-01-09
334,5906477,46.2001,-33.7947,638,-2.0,35.47,2,2024,2024-02-27
335,5906477,44.9515,-18.3435,94,16.97,36.17,4,2024,2024-04-22
336,5906477,17.2156,93.2056,30,21.69,34.6,1,2025,2025-01-28
337,5906477,18.7694,43.2211,18,20.9,35.34,7,2024,2024-07-20
338,5906474,-4.0393,77.5499,338,5.28,35.74,8,2024,2024-08-16
339,5906474,76.0516,77.9548,484,-2.0,32.44,3,2025,2025-03-07
340,5906480,12.1836,-21.2434,92,21.58,36.64,2,2025,2025-02-16
341,5906478,-37.6869,-47.6979,28,3.42,34.66,2,2025,2025-02-09
342,5906475,69.5146,101.4871,387,-2.0,30.57,11,2024,2024-11-30
343,5906487,-7.5301,-44.8434,841,6.19,37.33,4,2024,2024-04-13
344,5906476,-56.9006,-86.1246,23,8.56,34.46,7,2024,2024-07-09
345,5906473,0.6555,-116.4091,261,14.07,35.74,7,2024,2024-07-16
346,5906471,6.6136,-147.517,456,13.52,35.49,7,2024,2024-07-05
347,5906480,-26.0078,60.6607,161,13.23,35.3,3,2024,2024-03-11
348,5906489,43.1534,-48.3431,125,11.98,35.76,4,2024,2024-04-17
349,5906489,33.2844,3.2629,41,23.92,37.67,8,2024,2024-08-07
350,5906475,5.3745,52.4996,76,22.8,34.75,5,2024,2024-05-21
351,5906481,65.1917,7.0801,28,4.24,33.22,9,2024,2024-09-15
352,5906476,-48.451,14.5611,113,5.46,34.35,3,2024,2024-03-24
353,5906484,-43.2127,-74.2358,1146,2.0,35.53,7,2024,2024-07-21
354,5906471,62.073,-26.3677,30,20.42,35.97,9,2024,2024-09-21
355,5906472,31.2281,14.9874,97,18.43,38.4,5,2024,2024-05-29
356,5906484,76.1644,25.2736,1303,2.0,34.23,2,2025,2025-02-12
357,5906486,32.6194,7.5856,43,23.35,38.4,1,2024,2024-01-06
